Tweet_ID,User_ID
1899,845985733
4433,36759613
23742,913054760
40170,2489699181
70338,1463743201
72764,2152575379
85650,17511973
89066,140673014
93950,3003806697
95811,745612822118162432
96671,22185919
108166,1045876649613578240
142343,985059351952949120
187260,20490995
229530,1216085239
266631,26668729
267928,1216234207212642304
268562,787089433866534912
293513,1146457567813689344
302981,95497868
330541,30202739
347131,24496296
408646,846945457
431443,15914429
441724,2318875896
442560,1084590320980057856
448750,1101027218401177600
456921,959252368662687744
459185,3685545793
497537,824762530408968320
1172,6021962
4954,23389508
8592,167289044
14589,185194792
15084,170213690
19111,56898342
21107,16369269
30010,20961620
31057,163656118
32073,1954293848
33130,370983505
41220,1073605176
47758,72954880
50868,965602965586370432
62011,1283301476
65246,21160543
68953,319281822
79992,1039904506253860864
88573,3040359060
96067,2342590009
110611,265792712
111952,33126932
123314,27721143
140892,48180463
142197,4701145652
192016,15498312
202263,210878151
216017,239386376
216345,15291089
277972,996111775820124032
293019,1592443152
343318,2841578025
394485,181274475
405829,2610329652
409648,16387698
430730,265669344
444560,291957544
449072,53751309
482676,20957319
490429,16387698
211,54560396
13254,797258821546733440
13874,25686547
13931,1038102743582486400
14076,829353766885408640
18775,94626353
21365,34341497
24603,2245212984
34741,709653590390870016
34941,3037285522
36353,709653590390870016
45770,24127573
46937,895325808180572160
51626,1623342626
54798,25838526
67613,24041474
71753,14111650
72287,54560396
74380,505861514
78245,1216916479
80673,304245531
84344,34533138
86811,862003931706273920
88708,888055516718661632
88847,35582343
92151,203650969
94246,2294045711
102247,2407749319
104478,2234760798
108230,14750177
113827,30018096
122051,1127255272983093120
122727,1186900639009296384
127809,426763266
143105,143200209
155361,2297835854
156761,22972716
159316,348183090
161682,2837620843
176542,22972716
178759,397892004
188601,4692890148
188826,200176189
192024,115681686
192488,86104643
193431,20548784
197492,2439092689
206569,2439092689
207419,3024446015
207816,24077353
208695,285618563
211467,1567381
213651,1127115397042397184
214989,128429068
219200,115681686
222361,1546150914
225214,164075542
225665,52084587
225898,14086836
230045,69192446
245278,874462355006136320
245595,17025692
245862,2439092689
250317,971073979602686080
250579,3024446015
252558,2779201120
252887,40154387
255571,325901261
258035,20548784
261516,3244641638
265602,797211436598644608
267516,961041448945758208
268015,33661798
269720,1395079092
271789,1187028840335532032
272813,287050403
279584,245591688
285927,2367925518
287650,58876537
289317,1153514723356422144
290265,2208156735
294282,73449699
295966,4910891163
296551,455536199
303000,2951920553
304456,612261816
306569,2577167406
308820,21312221
308907,38928542
310659,726489366571311104
312714,759390350536343552
313040,630165738
313088,150929611
313574,788649678
315004,1188553246065020928
317542,473514130
318152,27781662
319206,1630685498
319854,59888069
321877,620224075
322960,49730253
325242,26560834
328370,980993739069050880
329747,442283549
331281,18463163
331757,327553780
333363,1091092076412821632
334778,938831436882284544
339639,827037887619231744
341446,1182137819915005952
349557,24578710
351611,2347799307
351973,90809497
353872,50130284
357207,72857460
357347,2280937416
361859,2178952447
363896,1035196275552149632
365176,191607574
370841,2193578047
383531,37802201
399476,1161149031680057344
400596,64038822
404179,228941582
405322,1039966449597538432
407852,72691752
407935,32254820
412627,462457656
414529,43986352
424498,713343200140746752
430752,256213081
440719,23545095
440861,2307583123
443167,2175184471
444275,2975782870
449133,126181918
452207,16884521
452776,17171603
453070,31858362
453663,1016730641742721024
454909,624869686
455009,257791541
457653,6073352
459784,746561995948720128
461069,1011308417812582400
464059,83067970
467390,1.02E+18
472043,2468978085
481457,2419820408
13336,985995886042861568
15873,3650175560
16559,2439474578
36779,47209253
78551,262388157
80701,3003841902
100161,1060725723999150080
119631,188594214
157820,41386752
166601,39112925
176776,35163061
183460,83036348
227316,73829977
250734,4027668855
285280,23981519
402515,1604847120
463031,1029548311953465344
4820,37462369
8622,251454664
30825,14972828
30966,278810960
68600,2150379995
74157,31551331
79774,22113424
80263,155385906
89292,75362308
127026,26193717
163711,28733664
225588,1045335299423907840
273790,785245501201457152
309763,17025692
322932,27721143
346744,454311887
372866,4052854100
378102,385047908
378290,390325237
474805,47209253
12055,748209579746435072
13763,77241120
15876,748209579746435072
21549,261346278
26782,35716667
46722,807734012311502720
54289,1204357975835496448
62624,36050950
74541,65768212
108143,19732699
110309,19732699
117412,576487060
128981,1614907560
132282,576487060
135987,704458286284681216
136271,576487060
153517,23718630
169309,1035746868167430144
198155,1078872680
245919,24070889
290389,137845718
295993,14210367
299769,825704779825430528
301903,325622038
329822,576487060
330774,1152568187097100160
332941,102198906
338378,2329584301
340356,802937930503352320
347387,464056843
348806,305030732
361318,2300347933
363047,464056843
363660,3429384316
367028,713104410
367365,1182793933929234432
369841,142856989
371180,1229411119447625728
410332,24226468
420037,576487060
422699,21636062
423254,21636062
424999,91637695
427865,79642792
438499,576487060
439099,409652277
467325,2835431183
468520,576487060
481237,43995047
483424,2400029858
484981,1032465294084722560
986,1117120710
3003,1171894457219846144
6766,475483672
32005,19130286
33244,433900548
34771,1954293848
59738,43516946
74433,940619591478316928
85380,2572631789
92045,1002617783652438016
93421,2572631789
99060,18619141
100678,59715434
106287,1081356938678550400
114311,125531429
130588,1563211710
147814,1976841
164472,1242181086903320320
169520,2767607747
171801,1056575467329793920
178649,367440095
183008,32845200
186484,1042238503453548544
242621,16426402
292507,308694628
336033,65410543
375830,454630305
407518,2396153558
26699,885938362087084032
72983,1699793220
81590,112929575
145861,311872025
153112,972954336
171055,23443439
211834,16621072
253007,48196521
319343,1003148217045876736
379090,1484099576
439789,864609754324373504
472021,443292771
197342,45578509
207968,872920866610348032
261683,3393247691
270958,3047722897
274174,57157768
275876,54260899
294050,2778661370
303811,768509943628566528
319424,949993477
320768,703420225111220224
333599,1522498590
343377,24723590
353153,2923507674
365161,348075929
402156,66537746
404400,3266331769
417305,1237352553421189120
425290,825090900623659008
432640,30811608
438440,125117830
445064,189324498
451291,22168349
456946,18066130
458815,1667758969
474536,963866168
492595,182951158
34712,22428121
129737,990644291159711744
130630,14299829
179777,18676099
192432,924623756
213423,172649639
229387,1056711169266892800
237256,203267084
256532,99422098
266901,106977430
279736,14734784
282791,14535651
295451,19253943
296028,741194691522101120
296958,198430298
445167,820121813497810944
10867,26703365
44207,116023253
69305,356433076
80782,785292959008698240
158849,35354612
196639,45596137
215684,2341072796
239657,2766725447
257672,2766725447
276128,717903374717427712
283617,1526321732
288980,15199794
315167,31079447
318724,18236176
332120,31616062
339968,1170939664196354048
340584,1087735632091328256
393545,371590631
394604,2856972582
395627,396226897
405168,65422187
420911,308087162
428643,109896388
448904,1596954740
451127,3003434524
458866,1195375191922110464
480578,2909651926
485880,1407780158
497884,884535472827060224
21305,1199596897
33068,191658725
35819,828613916242624512
40581,1164749868
41607,466615528
44032,335135790
46479,458064995
61241,3300869829
75195,1041103911342362624
82737,108552921
206706,407872521
229212,2507373749
230926,22760466
253357,1176936099396145152
274848,334190581
290217,1114361970751365120
301197,9713902
355640,230349091
405345,3422267165
418781,173417944
422383,4831392084
452521,1617927480
18790,520093583
23236,541795301
30400,48948631
37364,1343758574
37658,38900504
46512,165153530
46732,14654941
47164,193759482
47867,223183551
50115,384134830
51269,1123946109863452672
51801,231658424
51840,360769108
58694,2946717917
58914,16963828
58978,774314353902444544
63381,15993167
63399,1038711416
63819,2356695902
64897,359648803
67377,827498911
68756,74516561
69061,74516561
73159,778700704990977920
74162,2218728654
74653,2743245280
74990,367810590
75058,327736079
77046,1252913299
77249,366819520
79556,14742251
80738,3136405813
81592,464461440
83744,729496938861596672
84158,1069312985963741184
84539,48801638
85059,1096662538773848064
85157,225709644
97977,3722822717
98100,3722822717
98336,587861607
99804,115681686
100524,20643035
100763,2538474132
101631,115681686
102524,16827644
103484,4351606585
103735,743191425374814208
108448,28731915
110201,2359572913
111864,32148675
111915,566931882
113537,993245107821465600
113980,50201734
117462,13949702
117560,89754038
119629,1217126374168809472
119763,708760215433453568
120846,1050887443111653120
121204,457642307
123170,853007708814954496
124168,393117302
125669,3242709569
126529,165768306
127059,360769108
127093,19570139
128528,853007708814954496
132699,2362019780
136730,4884856704
137022,128364753
140899,276367912
141955,107171260
142678,853007708814954496
144617,38597848
144967,944032646409179136
146115,750073
146551,367810590
147642,41637563
149224,615129446
151407,786459068
151629,140575835
154114,160142534
154475,258120087
155591,1678365812
156788,1307997668
158251,1203821533795254272
161934,1203080546978541568
164596,104559251
165740,1205177052
168290,220242783
169930,589569762
172373,436119407
175307,3020867428
182331,855118312145133440
183535,833343677963575296
184617,6293942
187268,1385323704
187845,275827000
188390,9413072
188744,3309219404
190857,3300117097
190875,2443477208
192085,454029600
192261,269440961
192599,1917716922
193011,959124408387493760
196520,1733980237
198949,48607090
199520,3002782862
201497,584967292
201780,2269486316
202515,35491316
202576,1087839201846976256
210898,67412285
217314,78611941
217345,705813006
217473,258159716
217636,584967292
217848,18172709
219760,970720682
220405,161838894
226134,29149251
227278,68695762
227326,10052512
233695,51647489
233865,880297121131384832
234761,2822946202
242520,1283766950
243062,378830749
248670,30209735
248950,795425690
250743,1091436067444666368
253425,2896130635
254202,2798508005
260543,477181558
263044,17765637
264393,2442099850
266137,73305552
268027,115681686
273378,1167159309668503552
274227,65986406
274263,367810590
275404,1006353875589324800
275518,69986816
277996,949008339794644992
280182,102324144
281870,1006353875589324800
286040,2930171743
290833,100306054
305803,483195215
316781,1731811
319632,1138275265
320279,238026258
322244,274135701
324211,707634015210176512
328040,96034705
329153,237918541
330663,252365681
331198,2255783205
331545,787513839893917696
342408,2806069228
345284,125408014
348042,2439092689
348129,98386707
352682,335021292
352960,56572272
355965,19479109
361391,75293392
361963,745031903917445120
363710,324838307
375874,24113137
378640,196249823
384822,776185620003598208
392453,1003470243224641536
392539,697976061443776512
393433,22209243
393587,2931061014
396456,3830455346
401979,69137395
407634,3787190593
410006,1194045179788967936
417342,607549241
419881,931677576770318336
419932,931677576770318336
422559,931677576770318336
429648,614955515
438369,300209963
440222,822317257
440408,1141760460015800320
441343,854925350
441463,558649664
446408,1149823720501854208
447076,913664130
447351,6484412
447452,106500748
451536,2188982120
451761,3305791
468755,584051775
471607,2613838598
472069,486460905
479042,14413869
488605,853007708814954496
489439,81374146
491893,333674956
494740,1204081151616438272
496142,919259437
499025,275551767
51382,2314477543
60339,739933214
88127,2783562114
147204,877001025856696320
177182,93997039
205048,33529718
208756,535069896
254637,389827373
261459,23389063
264703,16924527
284985,126933196
296937,1229844317725917184
297244,251798248
300900,2170801447
314129,32492113
334157,2863996955
334708,995808786865569792
343242,46213956
345975,52858954
363104,60257586
364200,32923344
370152,1203664748023296000
386126,14098607
387768,48481040
398330,63514682
410903,480620321
421538,2379807103
436656,248855801
453018,53789635
453834,938623154712465408
457867,864701815
464249,42107379
472087,40956373
473130,40956373
480817,707827645082370048
491028,2173371684
499731,700513422689972224
42206,364318208
57077,19422491
105215,399608881
105710,344290798
115558,861888648
149279,3299960850
161427,229113457
189010,479145838
213538,1311750486
256601,19505960
267666,50076513
275265,242456653
291437,23255329
